College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,Placement_Rate,Avg_Package,,,Courses_Offered
Spectrum Institute of Pharmaceutical Sciences & Research ,Delhi ncr,Pharmacy,"80,000","1,17,200",--,--,--,--,--,--,--,,900000,96,,
"Aditya College of Pharmacy and Science, New ",Delhi ncr,Pharmacy,--,--,7.5,7.5,7,8.2,8.1,6.6,7.5,,1400000,91,,
"SD College of Pharmacy and Vocational studies, ",Delhi ncr,Pharmacy,--,--,--,--,--,--,--,--,--,,1100000,92,,
Ram Gopal College of Pharmacy ,Delhi ncr,Pharmacy,"65,000","1,10,000",7.6,8.3,7.3,8.7,7.5,6.7,7.3,,400000,93,,
BBS Institute of Pharmaceutical and Allied Sciences ,Delhi ncr,Pharmacy,--,--,4.7,7,4,7,6,2,2,,1300000,86,,
"Gurugram University, Gurgaon ",Delhi ncr,Pharmacy,"40,000","50,000",8.2,8.6,7.4,8.4,8.6,8,8.1,,1400000,85,,
"Monad University, Hapur ",Delhi ncr,Pharmacy,"71,000",--,8,7.6,7.4,8.5,8,8.2,8.1,,1000000,88,,
Sharda University ,Delhi ncr,Pharmacy,"1,10,000","75,000",7.9,7.7,7.6,7.9,8.6,6.9,8.6,,1000000,97,,
Galgotias University ,Delhi ncr,Pharmacy,"1,10,000","85,000",7.6,7.9,6.9,7.9,7.5,7.7,7.8,,1400000,89,,
"Amity University, Gurgaon ",Delhi ncr,Pharmacy,"1,70,000","84,000",7.7,7.8,7.1,7.6,8.6,7.1,8.1,,1000000,94,,
Delhi Pharmaceutical Sciences and Research University ,Delhi ncr,Pharmacy,"56,850","44,050",9,9.6,8.8,8.8,9.4,8.6,8.8,,1000000,96,,
"Starex University, Gurgaon ",Delhi ncr,Pharmacy,"1,10,000","1,00,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7,,1300000,85,,
SunRise University ,Delhi ncr,Pharmacy,"1,07,200","3,00,000",8.1,8.1,7.3,8.7,8.1,7.9,8.4,,1300000,89,,
"Shobhit University, Meerut ",Delhi ncr,Pharmacy,"1,22,400",--,7.8,8.4,7.3,7.8,8.3,7,7.9,,1100000,90,,
Modern Vidya Niketan ,Delhi ncr,Pharmacy,"95,000","1,25,000",7,7.2,6.4,7.7,7,6.8,6.8,,1200000,87,,
"Andhra University, College of Pharmaceutical Sciences, Visakhapatnam ",Andhra pradesh,Pharmacy,"3,29,988","3,15,483",8,8.8,7.4,7.3,9,7.5,8,,1200000,96,,
"Chalapathi Institute of Pharmaceutical Sciences, Guntur ",Andhra pradesh,Pharmacy,"36,100","67,800",8.1,8.7,8,8.3,8.8,7.9,7.1,,500000,99,,
Acharya Nagarjuna University ,Andhra pradesh,Pharmacy,"11,750","93,230",7.3,7.7,7,7.2,8,5.7,8.2,,1000000,91,,
Sri Padmavati Mahila Visvavidyalayam ,Andhra pradesh,Pharmacy,"11,450","15,000",7.6,8.3,7.4,7.8,7.5,6.2,8.1,,1000000,98,,
Sri Venkateswara College of Pharmacy ,Andhra pradesh,Pharmacy,"56,300","1,17,500",5.9,7,4.5,7.7,6,3.7,6.7,,700000,90,,
Raghavendhra Institute of Pharmaceutical Education and Research ,Andhra pradesh,Pharmacy,"30,200","1,04,784",8,8.5,6.5,8.6,9,7.2,8.2,,1200000,88,,
K L University ,Andhra pradesh,Pharmacy,"1,85,000","1,75,000",8.3,8.5,7.6,8.3,8.8,8.3,8.2,,1100000,87,,
Bapatla College of Pharmacy ,Andhra pradesh,Pharmacy,"52,000","1,10,000",7.6,9,7.8,8.6,9.8,4.2,6,,400000,89,,
Sri Venkateswara University ,Andhra pradesh,Pharmacy,"1,21,780","3,63,094",8.1,7.9,8.3,8.2,7.9,7.7,8.4,,500000,87,,
"Vignan? Foundation for Science, Technology, and Research, ",Andhra pradesh,Pharmacy,"1,50,000",--,8.2,8.2,8.4,8.5,8.2,7.7,8.4,,500000,94,,
Shri Vishnu College of Pharmacy ,Andhra pradesh,Pharmacy,"80,020","1,07,900",8,8.1,8,8.1,8.4,7.7,7.8,,1400000,93,,
Jawaharlal Nehru Technological University ,Andhra pradesh,Pharmacy,"1,80,000",--,7.4,7.7,6.8,7.1,7.7,7.1,7.8,,1100000,93,,
Centurion University of Technology and Management ,Andhra pradesh,Pharmacy,"60,000",--,7.8,8,7.2,8.3,7.6,7.4,8.3,,400000,90,,
Malineni Perumallu Educational Society's Group of Institutions ,Andhra pradesh,Pharmacy,"50,200",--,6.3,5.7,7.5,7.3,5.3,4.7,7.1,,700000,97,,
Kakinada Institute of Technology and Science ,Andhra pradesh,Pharmacy,--,--,6.9,7.4,7.1,6.8,7,5.9,7.1,,1300000,95,,
AKRG College of Pharmacy ,Andhra pradesh,Pharmacy,"38,200","1,10,000",--,--,--,--,--,--,--,,800000,90,,
"A.M.Reddy Memorial College of Pharmacy, Guntur ",Andhra pradesh,Pharmacy,"40,000","68,000",--,--,--,--,--,--,--,,1200000,96,,
ASN Pharmacy College ,Andhra pradesh,Pharmacy,"31,000","1,10,000",8.7,9,8,9.3,--,--,--,,1000000,98,,
"Balaji College of Pharmacy, Ananthapur ",Andhra pradesh,Pharmacy,"44,100","1,10,000",8.1,8,7.5,8.5,8,8,8.5,,1100000,88,,
Bellamkonda Institute of Technology and Sciences ,Andhra pradesh,Pharmacy,"2,40,000","2,20,000",--,--,--,--,--,--,--,,1400000,88,,
GITAM Institute of Pharmacy ,Andhra pradesh,Pharmacy,"1,32,000","1,70,000",6.2,7,4,7,7,4,8,,1200000,86,,
"Hindu College of Pharmacy, Guntur ",Andhra pradesh,Pharmacy,"60,450","1,10,000",7.5,8,7.3,7,8.3,6.6,7.7,,1000000,94,,
"K.G.R.L College of Pharmacy, Bhimavaram ",Andhra pradesh,Pharmacy,"45,800","1,10,000",--,--,--,--,--,--,--,,800000,88,,
KVSR Siddhartha College of Pharmaceutical Sciences ,Andhra pradesh,Pharmacy,"90,000","1,10,000",6.8,8.3,5.3,7.7,8.7,4.3,6.7,,800000,92,,
"MAM College of Pharmacy, Narasaraopet ",Andhra pradesh,Pharmacy,"50,000","1,10,000",6.3,7,--,--,6,6,--,,1300000,97,,
Narasaraopeta Institute of Pharmaceutical Sciences ,Andhra pradesh,Pharmacy,"48,000","1,10,000",--,--,--,--,--,--,--,,1400000,94,,
"Narayana Pharmacy College, Nellore ",Andhra pradesh,Pharmacy,"65,000","1,10,000",8.2,8.8,7.6,9,9,7,7.6,,900000,86,,
Nimra College of Pharmacy ,Andhra pradesh,Pharmacy,"50,200","1,18,900",7.2,7.3,6.7,7.3,7.7,7,7.3,,800000,93,,
"Pydah College of Pharmacy, Kakinada ",Andhra pradesh,Pharmacy,"35,000","1,10,000",--,--,--,--,--,--,--,,1400000,98,,
Manipal College of Pharmaceutical Sciences ,Karnataka,Pharmacy,"4,25,000","3,13,000",8.6,8.8,7.9,8.8,8.8,8.5,8.6,,1200000,85,,
"JSS Academy of Higher Education & Research, ",Karnataka,Pharmacy,"2,53,250","2,84,500",8.2,8.3,7.5,8.6,8.5,8,8,,600000,97,,
"KLE University's College of Pharmacy, Belgaum ",Karnataka,Pharmacy,"1,27,000","1,50,000",8.1,8,8,8.3,8.3,8,8,,600000,86,,
The Nitte Gulabi Shetty Memorial Institute of ,Karnataka,Pharmacy,"97,000","1,10,000",8.3,9.2,7.7,8.6,8.6,7.5,8.4,,1000000,99,,
Acharya & BM Reddy College of Pharmacy ,Karnataka,Pharmacy,"2,30,175","3,76,175",8.3,8.1,7.4,8.5,9.1,8,8.4,,1000000,86,,
"Al- Ameen College of Pharmacy, Bangalore ",Karnataka,Pharmacy,--,--,8.5,8.7,8.3,8.4,9.3,8.1,8.1,,900000,95,,
Manipal Academy of Higher Education ,Karnataka,Pharmacy,"4,40,000","4,17,000",8.4,8.5,8.2,8.6,8.8,7.8,8.4,,600000,97,,
KLE College of Pharmacy ,Karnataka,Pharmacy,"72,500","1,21,000",6.6,8,5.8,7.5,7.5,4.8,6,,1000000,99,,
KS Hegde Medical Academy ,Karnataka,Pharmacy,"1,83,000","1,86,000",8.6,9,8.4,9.6,8.4,8.2,8.2,,800000,98,,
"Maratha Mandal College of Pharmacy, Belgaum ",Karnataka,Pharmacy,--,--,5.4,8,1.5,7.5,7,4.2,4.3,,1000000,90,,
"SJM College of Pharmacy, Chitradurga ",Karnataka,Pharmacy,"1,20,000","1,45,000",8.7,9,8.5,9,8,9,8.5,,500000,99,,
"St John's Pharmacy College, Bangalore ",Karnataka,Pharmacy,"96,000",--,6.6,8,5.3,6.2,7.4,6.5,6,,900000,98,,
Farooqia College of Pharmacy ,Karnataka,Pharmacy,"1,40,000","2,50,000",7.8,8,7.4,8.4,6.9,7.8,8.3,,1100000,91,,
"HKE Society's College of Pharmacy, Gulbarga ",Karnataka,Pharmacy,"75,000","1,00,000",5.2,5,5,8.5,4.5,4.5,3.5,,400000,97,,
St George College of Management Science and ,Karnataka,Pharmacy,--,--,6.4,7.5,5.5,8,6,5,6.3,,700000,99,,
Krupanidhi College of Pharmacy ,Karnataka,Pharmacy,"1,03,500","2,00,000",8.4,8.9,7.6,8.3,8.5,8.3,8.5,,1400000,99,,
BVV Sangha's Hangal Shri Kumareshwar College of ,Karnataka,Pharmacy,--,--,7.5,8,7,7.8,9.3,6.3,6.8,,400000,87,,
"RRK Samithi College of Pharmacy, Bidar ",Karnataka,Pharmacy,"4,85,000","98,000",5.8,6.5,4.5,5.5,6,4.5,7.5,,400000,95,,
PES University ,Karnataka,Pharmacy,"2,00,000","1,20,000",8,8.5,7.7,8.1,8.1,8.1,7.6,,1300000,93,,
T John Institute of Management and Science ,Karnataka,Pharmacy,"1,60,000","65,000",8.1,8.5,7.5,8.5,8,7.8,8.3,,1400000,89,,
Dayananda Sagar University ,Karnataka,Pharmacy,"1,88,950","2,13,450",7.3,7.7,6.3,8,7.7,7.6,6.7,,1100000,89,,
"KLE University, Belgaum ",Karnataka,Pharmacy,"97,500","1,58,000",7.2,7.4,7,7.6,7.9,6.1,7.4,,1000000,95,,
"Yenepoya University, Mangalore ",Karnataka,Pharmacy,"59,000","2,25,000",7.8,8.3,6.9,8.2,8.6,7.6,6.9,,1300000,96,,
Nitte University ,Karnataka,Pharmacy,"2,74,500","2,11,000",7.6,7.1,7.1,7.8,7.8,7.8,7.8,,400000,88,,
Adichunchanagiri University ,Karnataka,Pharmacy,"21,430","21,430",7.5,7.3,6.7,8.2,7.7,7.6,7.7,,1400000,93,,
"BLDE University, Bijapur ",Karnataka,Pharmacy,"1,01,500",--,8.1,8.3,7.8,8.4,8.1,7.7,8.1,,500000,92,,
M.S. Ramaiah University of Applied Sciences ,Karnataka,Pharmacy,"3,38,250","1,88,250",7.6,8.2,6.3,8.2,7.9,7.2,7.8,,700000,96,,
"Krupanidhi Group of Institutions, Bangalore ",Karnataka,Pharmacy,"2,07,000","3,50,000",8.7,8.8,8.2,8.8,8.9,8.8,8.9,,400000,88,,
Dayananda Sagar Institutions ,Karnataka,Pharmacy,"96,000","1,44,000",7.8,7.8,7.3,7.6,8.8,7.3,7.7,,600000,88,,
Institute of Clinical Research ,Karnataka,Pharmacy,--,--,8.6,9,8.3,9,8.7,8.7,8,,1100000,86,,
National Institute of Pharmaceutical Education and Research ,Telangana,Pharmacy,"1,12,500",--,8.4,8.6,8,8.7,8,8.4,8.4,,1100000,93,,
"Sultan Ul Uloom College of Pharmacy, Hyderabad ",Telangana,Pharmacy,"1,10,000","1,15,000",6.9,7,6.7,6.5,7,7,7.3,,1100000,87,,
Jawaharlal Nehru Technological University ,Telangana,Pharmacy,"20,000",--,8,8.3,7.7,7.8,8.3,7.6,8.3,,900000,88,,
Narsee Monjee Institute of Management Studies ,Telangana,Pharmacy,"2,02,000",--,8.8,8.9,8.4,9.2,8.9,8.5,8.9,,900000,98,,
Deccan School of Pharmacy ,Telangana,Pharmacy,"54,000","75,000",8.1,9,7.7,8,7.7,8.3,8,,800000,91,,
Osmania University ,Telangana,Pharmacy,--,--,7.9,8.3,7.5,8,8,7.7,7.9,,1200000,94,,
Kakatiya University ,Telangana,Pharmacy,"14,300","19,770",7.2,7.4,6.8,7.6,7.2,6.8,7.4,,700000,92,,
"Shadan Women's College of Pharmacy, Hyderabad ",Telangana,Pharmacy,"32,000","98,500",4.8,5.3,5.3,5.7,5,3,4.7,,1300000,92,,
"St. Peter's Institute of Pharmaceutical Sciences -[SPIPS], ",Telangana,Pharmacy,"52,000","1,10,000",9.3,--,--,--,--,--,--,,1000000,88,,
"Sri Venkateshwara College of Pharmacy, Hyderabad ",Telangana,Pharmacy,"55,000","93,000",6.8,7.2,5,8.2,7.4,6.5,6.5,,400000,99,,
"Anurag University, Hyderabad ",Telangana,Pharmacy,"85,500","1,19,500",8.3,8.5,7.5,8.2,8.9,8,8.4,,1200000,91,,
Birla Institute of Technology and Science ,Telangana,Pharmacy,"4,23,475","4,69,475",9,9,8.4,8.8,9.4,9.1,9.4,,1000000,94,,
"Scient Institute of Technology, Ibrahimpatnam, Hyderabad ",Telangana,Pharmacy,"61,500","1,17,500",7.5,7.9,6.6,7.3,8.1,7,8,,1300000,85,,
Guru Nanak Institutions Technical Campus ,Telangana,Pharmacy,"91,500","1,20,500",7.8,7.9,7.8,7.8,8.1,7.6,7.8,,1200000,90,,
"CMR Group of Institutions, Hyderabad ",Telangana,Pharmacy,"1,00,000","1,10,000",7.4,7.8,7.5,7.4,7.1,7.1,7.7,,1000000,90,,
"St. Mary? Group of Institutions, Hyderabad ",Telangana,Pharmacy,"1,000","2,500",7.2,7.4,6.5,7.3,7.8,6.5,7.6,,500000,90,,
Sana Engineering College ,Telangana,Pharmacy,"1,20,000",--,6.5,7,6.5,7.3,7.5,4.8,6.1,,900000,96,,
Nalla Narasimha Reddy Education Society's Group of ,Telangana,Pharmacy,"80,500","1,15,500",7.7,7.7,7.2,8,8.2,6.7,8.2,,1300000,86,,
Brilliant Grammar School Educational Society's Group of ,Telangana,Pharmacy,--,--,7.3,7.5,6.5,8,8,5,9,,1400000,92,,
"Aurora Group of Institutions, Hyderabad ",Telangana,Pharmacy,"35,000",--,6.9,6.9,6.4,8,6.6,6.3,6.9,,700000,98,,
"Avanthi Educational Society, Hyderabad ",Telangana,Pharmacy,"47,000","1,10,000",--,--,--,--,--,--,--,,600000,99,,
Institute of Science and Technology ,Telangana,Pharmacy,"96,000",--,7.7,9,7.5,8,8.5,7.5,5.8,,500000,99,,
"University College of Technology, Osmania University, Hyderabad ",Telangana,Pharmacy,"1,00,405",--,7.5,8.1,8.3,7,7.7,6.1,7.5,,900000,89,,
"SVS Group of Institutions, Warangal ",Telangana,Pharmacy,"45,500","1,17,500",7.2,7.4,6.6,7.4,7.5,6.4,7.6,,1100000,89,,
Hasvita Group of Institutions ,Telangana,Pharmacy,--,--,8.3,9,7.5,8.5,8.5,8,8,,900000,86,,
Vivekananda Group of Institutions ,Telangana,Pharmacy,--,--,8.8,8.4,8.9,8.7,8.8,9,9,,1200000,88,,
"Arvindaksha Educational Society? Group of Institutions, Suryapet ",Telangana,Pharmacy,--,--,--,--,--,--,--,--,--,,800000,96,,
Madhira Institute of Technology & Science ,Telangana,Pharmacy,"70,000",--,6.6,6,6.2,6.6,6.8,6.8,7.1,,500000,93,,
"Mohammadiya Educational Society, Khammam ",Telangana,Pharmacy,"35,000","1,10,000",--,--,--,--,--,--,--,,1100000,93,,
"Devi Ahilya Vishwavidyalaya, Indore ",Madhya pradesh,Pharmacy,"73,600","79,500",7.5,8,6.5,7.8,7.5,7,7.9,,1200000,90,,
B.R. Nahata College of Pharmacy ,Madhya pradesh,Pharmacy,"77,050","77,050",7.7,8,6.5,7,7.5,8,9,,1300000,95,,
"Amity University, Gwalior ",Madhya pradesh,Pharmacy,"94,000","75,000",8.6,8.8,8.5,8.4,9.3,8,8.3,,700000,99,,
Barkatullah University ,Madhya pradesh,Pharmacy,"56,550","47,550",6.9,7.3,6.1,7.4,6.9,6,7.5,,900000,93,,
Indira Gandhi National Tribal University ,Madhya pradesh,Pharmacy,"1,00,000","42,500",7.5,7.5,7.3,8.4,7.9,5.9,7.9,,1400000,88,,
LNCT University ,Madhya pradesh,Pharmacy,"30,000","1,10,000",9,9,8.8,9.3,8.8,8.9,8.9,,1300000,99,,
Sardar Patel University ,Madhya pradesh,Pharmacy,"1,16,000","61,500",7.9,7.9,7.4,8.4,8,7.7,8,,1100000,95,,
Oriental University ,Madhya pradesh,Pharmacy,"55,000","2,41,775",7.2,7.5,6.7,7.2,7.7,7.1,7.1,,1200000,85,,
Shri Krishna University ,Madhya pradesh,Pharmacy,"1,54,500","76,000",8.1,8.1,7.4,8.3,8.5,8,8,,800000,86,,
AKS University ,Madhya pradesh,Pharmacy,"60,000","70,000",7.3,7.8,5.9,8.2,7.6,6.9,7.4,,900000,97,,
"Medi-Caps University, Indore ",Madhya pradesh,Pharmacy,"95,000",--,7.4,7.6,6.3,7.5,7.9,7.4,7.6,,1400000,85,,
"People's University, Bhopal ",Madhya pradesh,Pharmacy,"1,00,000","66,000",7,6.7,6.6,7.5,7.2,6.6,7.4,,700000,92,,
"Swami Vivekanand University, Sagar ",Madhya pradesh,Pharmacy,"32,600","59,000",6.3,6.9,5,7,6.4,5.6,6.6,,800000,93,,
"Acropolis Group of Institutions, Indore ",Madhya pradesh,Pharmacy,"68,000","1,40,000",8.7,8.5,8.5,8.7,9,8.6,8.6,,1000000,94,,
Shri Govindram Seksaria Institute of Technology and ,Madhya pradesh,Pharmacy,"1,20,300","75,550",7.4,8,6.7,7.7,7,7.5,7.2,,1200000,96,,
Bhabha University ,Madhya pradesh,Pharmacy,"50,000","1,25,000",9,9.4,8.8,9,9.3,8.7,8.9,,1300000,90,,
Shivajirao Kadam Institute of Technology & Management ,Madhya pradesh,Pharmacy,"75,000","55,000",7.4,7.8,6.5,7.9,7.3,7.8,7.3,,1400000,86,,
Sarvepalli Radhakrishnan University ,Madhya pradesh,Pharmacy,"60,000","66,000",7.4,7.9,6.3,7.8,7.1,7.4,8.1,,900000,90,,
"Malwanchal University, Indore ",Madhya pradesh,Pharmacy,"65,000",--,7.4,7.7,7.3,7.3,7.3,7.7,7,,900000,93,,
Madhyanchal Professional University ,Madhya pradesh,Pharmacy,"70,000","60,000",6.5,7,5.6,7.2,6.8,5.4,6.8,,1100000,96,,
"IES University, Bhopal ",Madhya pradesh,Pharmacy,"65,000","75,000",7.3,8,4,8.1,7,7.9,9,,1400000,87,,
Vikrant Group of Institutions ,Madhya pradesh,Pharmacy,"40,000",--,9,9.4,8.5,9.1,9.6,8.7,8.9,,700000,93,,
"Chameli Devi Group of Institution, Indore ",Madhya pradesh,Pharmacy,"72,000","48,300",8.4,8.5,7.9,8.7,8.8,8.1,8.4,,600000,86,,
"VISM Group of Studies, Gwalior ",Madhya pradesh,Pharmacy,"55,000","39,000",--,--,--,--,--,--,--,,1000000,95,,
P.K. University ,Madhya pradesh,Pharmacy,"65,400","80,000",9.3,--,--,--,--,--,--,,800000,89,,
"Swami Vivekanand Group of Institutions, Indore ",Madhya pradesh,Pharmacy,"1,40,000",--,7,7.3,5.6,7.4,8.3,6.9,6.4,,500000,95,,
"IPS Group of Colleges, Gwalior ",Madhya pradesh,Pharmacy,"55,000","1,40,000",5.2,6.6,4.7,3,7.8,5,4.3,,500000,86,,
"Al Shifa College of Pharmacy, Perinthalmanna ",Kerala,Pharmacy,"1,36,105","1,55,000",8.1,8.4,8,8.2,8.4,7.6,8.2,,1400000,91,,
St. Joseph's College of Pharmacy ,Kerala,Pharmacy,"1,36,105","40,000",6.6,7,6,7,6.5,6.5,6.5,,900000,95,,
"Devaki Amma's Guruvayurappan College of Architecture Chelambra, ",Kerala,Pharmacy,"85,000","1,90,000",6.9,8.3,6.3,8.3,6.7,6,5.7,,1100000,94,,
"Amala Ayurvedic Hospital and Research Centre, Thrissur ",Kerala,Pharmacy,"3,500",--,--,--,--,--,--,--,--,,400000,99,,
"Amrita School of Pharmacy, Kochi ",Kerala,Pharmacy,"1,52,700","1,85,150",7,8.3,4.3,6.7,8.8,6.3,7.3,,1400000,93,,
Chemists College of Pharmaceutical Sciences and Research ,Kerala,Pharmacy,"98,000","40,000",--,--,--,--,--,--,--,,900000,91,,
"Crescent College of Pharmaceutical Sciences Payangadi , ",Kerala,Pharmacy,--,--,6.4,7.5,7.3,6.8,7.3,3,6.5,,500000,96,,
The Dale View College of Pharmacy and ,Kerala,Pharmacy,"5,17,000","4,50,000",--,--,--,--,--,--,--,,500000,89,,
"Devaki Amma Memorial College of Pharmacy, Malappuram ",Kerala,Pharmacy,"1,36,105","2,00,000",8,9,7,8,9,8,7,,1000000,99,,
Ezhuthachan College of Pharmaceutical Sciences ,Kerala,Pharmacy,"19,500",--,7.9,8.5,7.5,8,8,7.5,8,,1300000,88,,
"Grace College of Pharmacy, Palakkad ",Kerala,Pharmacy,"1,25,000","90,000",7.8,8.3,7.5,8,8,7.5,7.3,,400000,96,,
"Jamia Salafiya Pharmacy College, Malappuram ",Kerala,Pharmacy,"98,000","1,00,000",7.3,7.6,7.4,8,7.8,6.2,6.8,,900000,88,,
"JDT Islam College of Pharmacy, Calicut ",Kerala,Pharmacy,"1,36,105","2,31,000",7.4,8,7.1,7.9,7.3,7,7.3,,1000000,99,,
KTN College of pharmacy ,Kerala,Pharmacy,"98,000","2,00,000",--,--,--,--,--,--,--,,1100000,94,,
"KVM College of Pharmacy, Cherthala ",Kerala,Pharmacy,"1,36,105","2,38,105",7.7,7.7,7,8,8,7.7,8,,1000000,92,,
"Lisie College of Pharmacy, Cochin ",Kerala,Pharmacy,"1,36,105",--,7,7,7,7,7,7,7,,900000,94,,
"Mar Dioscorus College of Pharmacy Sreekariyam, Thiruvananthapuram ",Kerala,Pharmacy,"1,36,105","1,55,000",8.9,9.3,9,9.5,8.3,9,8.3,,1200000,97,,
National College of Pharmacy ,Kerala,Pharmacy,"4,50,000","5,17,000",7.4,8,5,8.3,7.8,7.5,7.7,,600000,94,,
Nehru College of Pharmacy ,Kerala,Pharmacy,"1,50,000",--,7.1,7.8,7.5,7.3,8,5,6.8,,1400000,98,,
Nirmala College of Pharmacy ,Kerala,Pharmacy,"1,36,000","2,30,000",7.9,8,7.7,8,7.7,7.7,8,,900000,94,,
"Pushpagiri College of Pharmacy Perumthuruthy, Tiruvalla ",Kerala,Pharmacy,"1,36,105","1,55,000",6.8,9,5,--,--,--,--,,700000,94,,
Sreekrishna College of Pharmacy and Research Centre ,Kerala,Pharmacy,"1,35,605","1,34,000",--,--,--,--,--,--,--,,500000,94,,
"Government Medical College, Thiruvananthapuram ",Kerala,Pharmacy,--,--,8.3,8.9,8.4,8.3,7.7,7.9,8.8,,400000,85,,
"Government Medical College, Kottayam ",Kerala,Pharmacy,"22,070",--,8.2,8.4,7.2,8.8,7.1,9.1,8.4,,400000,89,,
"Government Medical College, Kozhikode ",Kerala,Pharmacy,"22,070","34,750",8.3,8.3,7.8,8.5,8.1,8.4,8.6,,1400000,98,,
"Karuna Medical College, Chittur ",Kerala,Pharmacy,"1,10,000",--,7.9,8.2,7.5,8.3,7.5,8.3,7.5,,1300000,86,,
T.D. Medical College ,Kerala,Pharmacy,"22,070",--,8.3,8.5,7.6,8.4,7.6,8.3,9.1,,600000,97,,
"Amrita Vishwa Vidyapeetham Kochi Campus, Kochi ",Kerala,Pharmacy,"1,52,700","1,85,150",7.1,7.7,6.7,8.3,6.7,6.1,6.9,,700000,95,,
Kerala University of Health Sciences ,Kerala,Pharmacy,"1,10,000","40,000",8,8.1,7,8.4,8.3,8,8.3,,500000,93,,
"Vaidyaratnam P.S. Varier Ayurveda College, Malappuram ",Kerala,Pharmacy,"4,260",--,7.6,8,6.7,7.7,7.7,8,7.7,,1400000,91,,
Birla Institute of Technology and Science ,Rajasthan,Pharmacy,"4,45,475","86,825",8.9,8.8,8.2,8.8,9,9,9.3,,1400000,94,,
"Banasthali Vidyapith, Jaipur ",Rajasthan,Pharmacy,"1,61,500","1,63,500",8.5,8.8,8.2,8.9,8.6,7.9,8.8,,1400000,92,,
All India Institute of Medical Sciences ,Rajasthan,Pharmacy,--,--,8,8.3,7.9,8.4,8.8,7.7,7.1,,400000,90,,
Madhav University ,Rajasthan,Pharmacy,"45,000","1,00,000",7.8,7.9,7.5,8.2,7.9,7.3,7.8,,700000,93,,
Janardan Rai Nagar Rajasthan Vidyapeeth University ,Rajasthan,Pharmacy,--,--,7.8,8.3,7.5,8.3,7.9,7.3,7.5,,1000000,90,,
"Poddar Group of Institutions, Jaipur ",Rajasthan,Pharmacy,"54,000",--,7.7,8.3,7.1,8.6,7.4,6.9,8,,1300000,91,,
Mahatma Jyoti Rao Phoole University ,Rajasthan,Pharmacy,"74,500","80,000",6.8,6.9,6.2,7.4,7.7,6.4,6.4,,1400000,91,,
"Lachoo Memorial College Science and Technology, Jodhpur ",Rajasthan,Pharmacy,"96,400","1,08,800",6.5,7.4,5.5,6.8,7.1,4.7,7.3,,900000,93,,
"NIMS University, Jaipur ",Rajasthan,Pharmacy,"50,000","1,20,000",7.8,7.9,7.2,7.9,8.5,7,8,,900000,95,,
Career Point University ,Rajasthan,Pharmacy,"1,32,000","77,000",8.3,8.4,7.9,8.4,8.4,7.6,8.9,,1400000,92,,
Mewar University ,Rajasthan,Pharmacy,"53,000","63,000",8,7.9,7.1,8.1,8.8,7.3,8.6,,1200000,97,,
"Jaipur National University, School of Business & ",Rajasthan,Pharmacy,--,--,8.1,8.4,8,9,7.4,7.6,8.3,,500000,85,,
"Singhania University, Jhunjhunu ",Rajasthan,Pharmacy,"22,000","66,500",7.1,7.1,6.7,7.1,7.1,7,7.3,,700000,88,,
Jaipur National University ,Rajasthan,Pharmacy,"62,500","1,27,000",7.5,7.9,7,7.7,7.8,6.7,7.6,,800000,91,,
"Tantia University, Sriganganagar ",Rajasthan,Pharmacy,"1,75,000",--,8.6,8.8,8.4,9.3,8.8,7.1,9.1,,400000,95,,
SunRise University ,Rajasthan,Pharmacy,"1,07,200","3,00,000",8.1,8.1,7.3,8.7,8.1,7.9,8.4,,1100000,92,,
"OPJS University, Churu ",Rajasthan,Pharmacy,"1,51,200","82,000",7.2,7.1,7.6,7.6,7.7,6.3,6.8,,1100000,91,,
Geetanjali University ,Rajasthan,Pharmacy,--,--,7.3,7.2,6.9,7.3,8.1,7,7.1,,900000,96,,
Jayoti Vidyapeeth Women's University ,Rajasthan,Pharmacy,"60,000","2,60,000",7.6,7.7,8.4,7.9,7.7,6.4,7.4,,800000,87,,
"Apex University, Jaipur ",Rajasthan,Pharmacy,"1,02,000","80,000",8.7,8.9,8.9,8.6,8.7,8.5,8.7,,1100000,99,,
Suresh Gyan Vihar University ,Rajasthan,Pharmacy,"1,20,000","1,20,000",7.5,7.8,6.7,7.5,8.8,6.3,8,,600000,88,,
"Jagannath University, Jaipur ",Rajasthan,Pharmacy,"90,000",--,7.3,7.1,6.7,7.9,7.7,6.9,7.4,,600000,96,,
"Pacific University, Udaipur ",Rajasthan,Pharmacy,"1,54,000","85,000",7.7,7.8,7.3,8.1,7.8,7.2,8,,500000,91,,
Jagdishprasad Jhabarmal Tibrewala University ,Rajasthan,Pharmacy,"54,000","60,000",6.5,6.3,6.4,6.4,6.6,6.5,6.6,,800000,92,,
"Maulana Azad University, Jodhpur ",Rajasthan,Pharmacy,"45,500","1,00,000",8.1,7.8,7.8,8.6,8.4,7.9,7.9,,600000,91,,
"Swami Keshvanand Institute of Technology, Management and ",Rajasthan,Pharmacy,"96,000",--,7.8,8.3,6.8,8.1,8.1,8,7.5,,600000,90,,
Maharishi Arvind University ,Rajasthan,Pharmacy,"70,000","1,96,500",7.3,7.4,6.9,7.8,8.1,6,7.3,,900000,93,,
